"Ita Seejiq ga tru ta dntulan kari, kiya ka Toda, Truku ni Tgdaya.","我們賽德克族擁有三個方言群，即都達、德路固及德固達雅等方言群。","https://web.klokah.tw/text/sound/25929/428544.mp3"
"Ssmihur siida, gtuun saw rpun qtaan ka bbtunux, meayus iyax kska dha, isil na o psaun tarux masu, isil na o psaun gsak dhquy masu suyaw.","割粟（Lmihu）時，以石頭堆出穀倉的形狀，中間設界，一邊放進梗粟，另一邊放進糯粟的穗。","https://web.klokah.tw/text/sound/25952/433503.mp3"
"Pusa ruwan siida asi ka kbyaxun mipix ni dmurun kari, “Tai sam egu ka nngalan hngkawas nii, nasi ini kbyaxi qmpi pusa do, uxay musa ruwan ka gsak masu suyaw da!”","放入時必須用力擠塞，口中唸禱詞：「祈求今年豐收，如不如此用力塞擠，粟穀就無法放進去！」","https://web.klokah.tw/text/sound/25952/433504.mp3"
"Mnhdu dmurun kari do, miyah brinah lmawa klealang, mkdha jiyax do msangay, mktru jiyax do prajing mihur da.","禱詞念完畢，返回通知各部落，第二天休息，第三天開始收割。","https://web.klokah.tw/text/sound/25952/433505.mp3"
"Niqan ka peuda gaya tmukuy basaw ni mihur basaw, mtna ka euda ddaun nii.","另外還有播黍祭與割黍祭，儀式相同。","https://web.klokah.tw/text/sound/25952/433506.mp3"
"Kiya bi shjilan ka qrijil do, mrinah mdrumuc musa qmpah qnpahan, yasa ini tuku ka knllgan hiyi skpahung do, musa mqriqu tucing da.","婦女一旦懷孕，就會更加地努力到田裡工作，因為孕婦運動不足就是難產的原因。","https://web.klokah.tw/text/sound/25953/433535.mp3"
"Tmlaqi siida ka shjilan qrijil ga, wana nanaq snaw na ni payi na ka mniq siyaw na hiya dmayaw hyaan, ana ima o rwaqun dha nganguc kana.","孕婦生產時，在旁幫忙的是其丈夫或婆婆，其他人盡量都到屋外迴避，最好屋內無其他人。","https://web.klokah.tw/text/sound/25953/433536.mp3"
"Nasi mqriqun tucing ka rabu ga, musa lmawa empsapuh miyah dmayaw, uxay kiya o payi na ni snaw na ka miyah dmayaw, yasa ida kiya shjilan qrijil nanaq ka kmbiyax ptucing laqi ni meuda ddaun quri kana ka tmlaqi.","雖然遇難產時，也有延請巫醫前來，或是婆婆、丈夫，但通常是盡可能由產婦自行安靜地完成產前產後的處理。","https://web.klokah.tw/text/sound/25953/433537.mp3"
"Mnhdu ptucing laqi dhuq mdngu tucing ka puga rabu siida, ini psrwai kkraaw yayung ni sttui mksa leelug ka rabu ni bubu.","產後至嬰兒臍帶完全脫落以前，母子禁止溯溪、登高山。","https://web.klokah.tw/text/sound/25953/433538.mp3"
"Nasi ini kgaya do, mowda mplawa paru bugihur ni quyux dni, psruun ni asi ka dmahur bukuy da.","違反者，深信將引發暴風雨，所以將被課罪並要求賠償。","https://web.klokah.tw/text/sound/25953/433539.mp3"
"Quri euda mntucing puga rabu ga, nasi puga agih o, rbgun dha dxgal rhngun bi sapah kiya, nasi puga uwah o, rbgun dha truma dxgal siyaw qyqaya sbu kiya.","關於新生兒的臍帶，若為女子，埋放於入口的地下，若為男子，則埋放於屋內武器置放處旁的地下。","https://web.klokah.tw/text/sound/25953/433540.mp3"
"Kndadax mtucing ka rabu dhuq tucing ka puga rabu siida ga, ini psrwai tmsamac lmiqu ni musa mrmux bbuyu uri.","新生兒的父親自新生兒出生後至臍帶掉落期間，禁止狩獵，也禁止進入森林。","https://web.klokah.tw/text/sound/25953/433541.mp3"
"Nasi ini kgaya do, snhii bi pklawa paru bugihur ni quyux uri, kiya do asi ka psahur uri.","違反者，亦深信將引發暴風雨，所以必須賠償。","https://web.klokah.tw/text/sound/25953/433542.mp3"
"Kiya ni mntucing rabu ka mdungus ni, payi ni baki dhiya ga, sbgay dha cikuh sinaw, uxay kiya o cikuh qyqaya ni pila ka mnswayi qrijil tnguli laqi, ririh saw lnglungan dha.","產婦及產婦的丈夫、公婆等，對產婦的兄弟、從兄弟、再從兄弟為表不淨之意，會贈送他們少量的酒，或是少量的金錢、物品。","https://web.klokah.tw/text/sound/25953/433543.mp3"
"Nasi ini pdai ka euda nii do, uxay dha pklaun mntswai dha ka rabu nii da.","萬一此形式沒有實行，產婦的兄弟、從兄弟、再從兄弟等就不會認同此新生兒是姐妹、從姐妹、再從姐妹的子女。","https://web.klokah.tw/text/sound/25953/433544.mp3"
"Hici do, miyah msaang mntucing rabu na mddungus ni payi ni baki na “ungac gaya, ya nii tnseiyaxan na mnan msa ka lnglungan dha”, kiya ni meysa pprihan dni dmahur.","之後，就會責備產婦、產婦的丈夫、公婆無視於舊慣，藐視他們的存在，因而要求賠償。","https://web.klokah.tw/text/sound/25953/433545.mp3"
"Nasi saw nii do, ngalan dha paru bi bsaniq ka nii.","若有此情況就會被認為是最不淨的情況。","https://web.klokah.tw/text/sound/25953/433546.mp3"
"Tmhangan rabu o, tbiya o asi ka babaw pncingan maxal jiyax, nasi msuqi hari o, ana nanaq saw babaw pncingan na maxal sngari jiyax.","新生兒的命名，最早也是在生產後十幾天，最遲則是數十日後。","https://web.klokah.tw/text/sound/25953/433547.mp3"
"Tmhangan rabu o, asi ka tama rabu nanaq, mtduwa muda pprngaw ka dha bubu rabu uri.","命名者通常是父親，但也不是只有父親，也會跟母親商量。","https://web.klokah.tw/text/sound/25953/433548.mp3"
"Niqan ta gaya tmhangan mntucing rabu, ini knhmuc pgimax hangan dsnaw ni hangan dqrijil, saw ka tmhangan rabu snaw o mangal hangan qhuni kiya, rabu qrijil o mangal saw hangan spriq kiya.","另外，命名有一定的限制，決不可將男女名字混淆。例如，兩性同取植物名稱，男子就取樹名，女子則取草名。","https://web.klokah.tw/text/sound/25953/433549.mp3"
"Ida snhii niqan malu utux ni naqih utux ka Seejiq, pksblayiq kndusan seejiq ka malu utux, pknaqih kndusan seejiq ka naqih utux.","賽德克族相信靈魂有善惡之分，善靈守護幸福，惡靈給予不幸。","https://web.klokah.tw/text/sound/25954/428887.mp3"
"Pnlutuc nanaq endaan seejiq ka dnii, nasi naqih ka hnqilan seejiq o, ini tduwa musa tuxan utux rudan, ksun dha “utux naqih” kiya.","善惡之別，緣於生前的行為，然非自然死亡者的靈，無法前往天國，則會成為惡靈。","https://web.klokah.tw/text/sound/25954/428888.mp3"
"Saw ka mnhuqil nganguc ni pnsqur mhuqil ga, snegaaw saw naqih hnqilan ka kiya.","依據蕃人的想法，意外身亡、自殺，當然都是橫死，","https://web.klokah.tw/text/sound/25954/433574.mp3"
"Niqan ka duma uri o, nii mpstuq hngak siida, nasi ungac seejiq qmlahang ka siyaw na ni, wada mhuqil do naqih hnqilan na ksun.","但另外，臨終時在無人看護而嚥下最後一口氣的病死者，也視同橫死。","https://web.klokah.tw/text/sound/25954/433575.mp3"
"Smku mnhuqil seejiq ga, wana nanaq rbngan truma dxgal, ungac ka tgdha da.","埋葬是採取土葬，不採取其他形式。","https://web.klokah.tw/text/sound/25954/433576.mp3"
"Malu kndusan na seejiq o saan smku nganguc, ini dha phyugi ana manu da.","安享天命者葬於屋外，但不立墓碑之類的東西。","https://web.klokah.tw/text/sound/25954/433577.mp3"
"Nasi niqan wada mhuqil ka seejiq ruwan sapah o, asi ka pniqun sapah thyun dha cikuh jiyax, ini tduwa qmpah.","家中有人往生，家屬服喪數日，不工作；","https://web.klokah.tw/text/sound/25954/433578.mp3"
"Dseejiq alang o ini usa qmpah kingal jiyax uri. Babaw na do ini peuda ana manu gaya da.","部落居民亦服喪一日。此後，忌日也不舉行祭祀。","https://web.klokah.tw/text/sound/25954/433579.mp3"
"Seuxal o, naqih hnqilan seejiq o, mbsaniq dha qmita, ini dha sai tmlung ni asi dha psai hiya, ana nanaq wada skuun ruwan sapah o, hici do ngalan dha bsaniq ka sapah hiya uri ni laxan dha da.","昔日，非安享天命者皆視為不淨，不可以用手觸碰，直接將之放置該處。今日，此種人直接被埋在該地，並且視該埋葬場所，為不吉之地，不靠近。如前所述，病死者中視為橫死者，雖然也會葬於屋內，但把該房子視為不淨而捨棄。","https://web.klokah.tw/text/sound/25954/433580.mp3"
"Siida ini dha sliqi ka sapah, ririh saw nhiya ka sapah kiya da, nasi saan tmlung do, musa paru bi ksaang na ka utux niya da.","這時候也不會毀壞房子，是因為那是屬於死者的，若觸碰將引起亡靈憤怒。","https://web.klokah.tw/text/sound/25954/433581.mp3"
"lnglungan Seejiq o nnangal dha do ida mntduwa bi nhiya kiya, nasi uxay mngay snruan na o, ana dhuq knuwan, nhiya hici.","賽德克族人對於擁有的觀念，一旦確認是私有物品，若非當事人同意給予，永遠屬於擁有者。","https://web.klokah.tw/text/sound/25954/433582.mp3"
"Nasi ini hici kari meydang siida ka tama dha o, do, uxay ngalunanaima ka kiya.","例如，父親生前未處分自己的財務，往生之後，該財物即不屬於任何其他人所有。","https://web.klokah.tw/text/sound/25954/433583.mp3"
"Ririh saw ini pdai kari hnici na, asi dha laxi hiya ni pnaqih nanaq hiya, ana dxgal asi dha plaxi nanaq hiya uri.","換言之，所有物未移轉他人，就任其自然損壞或消失。若是土地，則任其荒廢。","https://web.klokah.tw/text/sound/25954/433584.mp3"
"Nasi mrudan, mnarux, mluqih dnii ga, ini kbiyax ka hiyi na ni kksaraw mtaqi dga, ungac bi brahan do, manu ka tnsapah na ga, asi pddayaw kmarig rbuq tqiyan truma.","衰老、病重、負傷者等，身體非常虛弱，陷入昏睡，無復原希望時，其家人們立即互相協助於病人屋內床鋪下方挖穴，","https://web.klokah.tw/text/sound/25954/433585.mp3"
"Bitaq mqeepi ka dowriq ni mstuq ka hngak na do, asi dha lbuuy pala pungu ka qbubur na, ini srwai teumal ka dqrijil ni dlqlaqi.","待病人闔眼，脈博停止，馬上以大蕃布把屍體包裹起來，女子及年幼者不參與。","https://web.klokah.tw/text/sound/25954/433586.mp3"
"Psaan knarig rbuq dxgal do, qlangan btunux mtapaq ka kiyig na do, tduwa skuan mtluung qbubur ka hiya.","周圍圍上石板後，空間大小足可提供死者坐臥。","https://web.klokah.tw/text/sound/25954/433587.mp3"
"Mnhici na qyqaya ga, wada na dsan duma ka kingal nanaq qyqaya, sngari na do hcian na dadal na, uxay kiya o hcian na mnhici bi qmlahang hyaan.","死者的遺物，除了作為陪葬品特殊物品之外，慣習上都留給死者的遺族，或是最後在其旁看護者。","https://web.klokah.tw/text/sound/25954/433588.mp3"
"Balay bi ga qbhangun dha ka kari wada mhuqil seejiq, uxay uri o mgaya ni speuda dha nkiya, ksun “hmici kari” ka nii.","但是，通常是依據死者生前的遺言契約等，或舊慣來處理其遺物遺產，此稱hmici kari。","https://web.klokah.tw/text/sound/25954/433589.mp3"
"Nasi ungac seejiq qnlahang ni mstuq nanaq o, wada naqih hnqilan na ksun. Manu ka qyqaya na do qdanu dha kingal nanaq slian, kana ka nniqan na sapah ga lxanan uri.","若死者是在身邊無人照顧的情況下死亡，可視同橫死，其遺物全部丟棄到社內某特定區域，甚至有時候連家屋都廢棄。","https://web.klokah.tw/text/sound/25954/433590.mp3"
"nlaxan dha qyqaya o sun dha “pnaadas”.","遺物丟棄的場所稱pnadas。","https://web.klokah.tw/text/sound/25954/433591.mp3"
"Mnhdu smku meydang seejiq do, asi ka musa ayug trima hiyi dha, nasi nusa smku sejiq un ga, asi ka mtbuwah musa smku, mhdu do, qdanun kana ka lukus dha.","","https://web.klokah.tw/text/sound/25954/433592.mp3"
"Kiya babaw jiyax snkuan do, asi ka ini qpah ni tmlung ana manu mktru hari jiyax, naqih psrwaru, mimah sinaw, meuyas ni rmgrig, naqih musa tmsamac, qmpah qnpahan, tminun ni mspayis, ririh saw nii dha thmkuan ka meydang seejiq nii.","","https://web.klokah.tw/text/sound/25954/433593.mp3"
"Pnatas patas seejiq suxal o snegaaw saw snruan kari utux, kari euda snalu Gaya, meuyas uyas ni kari snluan.","傳統的原住民文學，大都表現在神話故事、祭典儀式的語言、歌謠吟唱以及口語傳說，","https://web.klokah.tw/text/sound/25955/433595.mp3"
"Kiya ni duma o kingal nanaq ka pnatas dha nniqan, uxay saw kklaun ana ima, saw ka saan meuda Gaya.","所以有些使用上會以特殊場景為主，而不普遍，如，祭場等。而且語言的使用，大都非常傳統以及較為艱澀。","https://web.klokah.tw/text/sound/25955/433596.mp3"
"Manu ka djiyun kari o kari bi rudan sbiyaw ni mqriqu hari klaan.","之後，約八零年代，原住民族意識抬頭，","https://web.klokah.tw/text/sound/25955/433597.mp3"
"Yabi hngkawas maxal maspac do, mtutuy kana ka lnglungan tnpusu seejiq da, hbaraw seejiq ga matas kari Tlu ni mnuyas egu patas na seejiq tnpusu ga,","許多會使用中文書寫以及受過高等教育的原住民，開始用中文書寫部落或是書寫原住民族在生活上的困境，","https://web.klokah.tw/text/sound/25955/433598.mp3"
"prajing mduuy kari Tlu matas quri Halang, uxay uri o matas quri saw qnqilan kndsan tnpusu seejiq, saw ka Suntacwan, Walis Nukan, Pucungceng ni mrisaw hari na Sarirang dnii.","許多會使用中文書寫以及受過高等教育的原住民，開始用中文書寫部落或是書寫原住民族在生活上的困境，","https://web.klokah.tw/text/sound/25955/433599.mp3"
"Pnatas siida ida sengaaw kari Tlu kana, kiya ni duma seejiq ga pnatas patas siida o “pnatas kari kari Tlu” ksun dha ka pnatas patas siida.","因此也有人說這時期的原住民文學是漢語原住民文學。","https://web.klokah.tw/text/sound/25955/433600.mp3"
"Sayang ga wada mkla matas kari nanaq ka “tnpusu seejiq” do, ida prajing mduuy kari na nanaq matas patas da.","族語教育稍微正常化的現在，也有更多人開始嘗試以族語來書寫文章，","https://web.klokah.tw/text/sound/25955/433601.mp3"
"Saw nii euda ga ida jiyax pusu bi “pnatas patas tnpusu seejiq”, ririh saw matas ni meuyas patas tnpusu seejiq ga wada saw dungus ni ka sayang da.","是一個原住民文學表現很重要的契機，表示原住民族書寫與閱讀的需要越來越多，","https://web.klokah.tw/text/sound/25955/433602.mp3"
"Brinah miyah mduuy kari tnpusu seejiq matas kari lnglungan, ida malu bi jiyax ka nii, ida skmalu bi pllutuc ni gmarang kari tnpusu seejiq ka saw nii.","也讓原住民的文學回到原初使用族語的方式來表達，是一個很好的轉變，也對原住民族語的流傳與傳佈是很重要的。","https://web.klokah.tw/text/sound/25955/433603.mp3"
"Ririh bi saw utux Seejiq balay ka uyas ksun, hiya ka pusu balay tnunan rmgrig uri. Ada ka wada bsiyaq bi kndusan ta dgiyaq ni bbuyu ka Seejiq, pneiyah lnglingay kndusan ka kari uyas Seejiq.","歌謠是賽德克族的靈魂，由於長久生活在高山峻林中，生活周圍的環境是歌謠的來源。","https://web.klokah.tw/text/sound/25956/428921.mp3"
"Kiya ni djiyun kari uyas ga ida kndadax tninun utux kana, ada ka mduuy gaya ka ita, ida mgaya bi ka kari uyas. Ini asi rngaw ida mribaq ka kari uyas.","因此，歌謠所使用的詞語，都來自大自然，因為族律的禁忌規範，吟唱的詞語，而是譬喻；隱喻的詞語就變成歌詞的主流。","https://web.klokah.tw/text/sound/25956/428922.mp3"
"Mribaq kari ga kiya ka pusu bi patas uyas, ida djiyun muyas dsnaw ni dqrijil ka uyas nii.","歌謠吟唱男女都會使用，所吟唱的族律，歌詞內容大都是狩獵，","https://web.klokah.tw/text/sound/25956/433630.mp3"
"Kiya ni pnyasan dha o, egu bi ka rmngaw quri nsaan dha tmsamc ni nsaan dha qmpah, mprngaw hrpasan ni smnru endaan dha sbiyaw uri. Ida egu bi ka pnyasan dqrijil wah!","訴說工作經驗、談論趣事、述說先人事蹟，而女人吟唱就多樣，因為他們是維持家裡運作生活中心，","https://web.klokah.tw/text/sound/25956/433631.mp3"
"Ada ka dhiya ka pusu bi qmlahang kana ka ruwan sapah, saw ka hmapuy uuqun, tminun ni mahu lukus, dmanga lqlaqi ni tmabug tnbuguwan, ida hiya kana ka muda qmeepah dnii.","煮飯、織布、洗衣、餵養兒女、飼養牲畜……都要親自操作行事。","https://web.klokah.tw/text/sound/25956/433632.mp3"
"Ida mgaya balay ka Seejiq, knkingal hngkawas ga niqan nanaq knkingal pusu na spuhan, saw ka smgasuc srnabaw, mndu maduk ka krpuhan, duri ni niqan ka dmurun quyux ni qrasun smsung.","賽德克族非常重視族律，一年的時令有幾件重要的節期祭儀，像春季的小米播種祭，秋季的收割祭、狩獵祭、祈雨祭、過年祭。","https://web.klokah.tw/text/sound/25956/433633.mp3"
"Niqan tru klgan ka uyas Seejiq, saw ka murux meuyas, dha mppuyas ni mseupu meuyas.","賽德克族的歌謠演唱形式有三種：個人獨唱、二人對唱、團體合唱等三種。","https://web.klokah.tw/text/sound/25956/433634.mp3"
"Murux meuyas o hbaraw bi seejiq dmuuy, spowda dha meuyas hini ka qnaras dha kari lnglungan, uxay uri o murux meuyas ndaan dha.","個人獨唱比較普通的是由使用，最樂於用獨唱表達內心的感受或分享經驗心得；","https://web.klokah.tw/text/sound/25956/433635.mp3"
"Mddha Seejiq meuyas ga meuyas quri saw sqaun rngaw kari, niqan speysa na, sbliqun ni msblayiq…dni, ida ppyasan kana.","二人對唱以難於啟齒，有所圖，祝福、情意……等，應答歌唱方式；","https://web.klokah.tw/text/sound/25956/433636.mp3"
"Mseupu muyas do ini ktna ka dha mseupu meuyas sayaan, ida mniq nganguc ni meuyas uyas ni madas rmgrig, rmgrig madas uyas, lubu ka sdayaw dha uyas.","團體合唱相異於現代的合唱團，而是以歌舞同體的在賽場以歌領舞、以舞領歌、以琴助舞的演出方式展演。","https://web.klokah.tw/text/sound/25956/433637.mp3"
"Madas meuyas seejiq ga, mangal kari seuxal uxay uri o mangal uyas snduray, ini pstuq ni kteetuun puyas ka kari uyas brah,","領唱者會以古語或當代現行的歌語，不斷重複前面的歌語，一直到感到累了就以歌聲點名交棒給下一位領唱者。","https://web.klokah.tw/text/sound/25956/433638.mp3"
"dhuq saw meuwic do, kiya ka mlawa hangan tnhyaqan dni, bqanun na seejiq lnwanan na ka madas meuyas da.","歌謠的詞語有三種：一是遠古流傳的古諺，有些有意義，有些無法理解就成為虛語。","https://web.klokah.tw/text/sound/25956/433639.mp3"
"Tru klgan ka kari uyas, tgkingal o kari hnici rudan sbiyaw, ida niqan dungus duma, ungac dungus ni ini kklai do asi nanaq pyasi hiya kida.","二是當時流行部落的歌詞，有隱喻的詞語，也有創作的詞語。","https://web.klokah.tw/text/sound/25956/433640.mp3"
"Tgdha o ppyasan bi uyas alang, niqan ka rmibaq kari ni bnarah snalu kari.","二是當時流行部落的歌詞，有隱喻的詞語，也有創作的詞語。","https://web.klokah.tw/text/sound/25956/433641.mp3"
"Tgtru o uyas hnmratan dha meuyas, ana mtna ka nniqan dha, nasi saw ini ktna meuyas Seejiq do, uxay dungus mtna ka kari uyas da.","三是隨機即興吟唱的歌謠，相同的情境，如有不同的人吟唱，歌詞絕對不會相同，賽德克族的歌謠，","https://web.klokah.tw/text/sound/25956/437602.mp3"
"Uyas Seejiq ga, ana saw ini keegu knpryuxan qbhangan ka hnang uyas o, ida niqan bi elug niya.","賽德克族的歌謠，雖然旋律變化不大，卻富有韻律。","https://web.klokah.tw/text/sound/25956/433643.mp3"
"Wana bi lubu ni pgau ka djiyun Seejiq o, ida dha djiyun balay ka lubu nii, ana lqlaqi ni rdrudan o ida mkla miyuk kana.","賽德克族的傳統樂器只有口簧琴和竹笛，口簧琴是普通的樂器，男女老少都會吹奏。","https://web.klokah.tw/text/sound/25956/433644.mp3"
"Manu ka pgau ni o, ini khmci dmuuy kiya, ada ka niqan gaya kmlawa, psaniq ka smiyuk hiya.","至於竹笛，一般人不能使用它，因為它受到旋律的約束，吹奏它是禁忌。","https://web.klokah.tw/text/sound/25956/433645.mp3"
"Grig Seejiq ga mseupu dha ka uyas, niqan ka meuyas ni madas grig, niqan ka mgrig ni madas uyas, niqan ka mlubu ni sdayaw na grig dnii, mseupu grigan.","賽德克族的舞蹈，是以歌舞合作的形式呈現，以歌領舞、以舞領歌、以琴助舞的綜合性舞蹈。","https://web.klokah.tw/text/sound/25957/433657.mp3"
"Ida dha qtaan bi brah nganguc sapah ni slian dsejiqun alang.","它是在家前的空地或部落廣場展演。","https://web.klokah.tw/text/sound/25957/433658.mp3"
"Rmgrig siida asi ka mseupu uyas, kingal seejiq ka madas rmgrig bukuy do hbaraw bi ka mllutuc rmgrig.","舞蹈必須配合歌謠，一人領舞多人接舞的輪跳方式進行，","https://web.klokah.tw/text/sound/25957/433659.mp3"
"Madas rmgrig seejiq ga hiya ka pusu bi qqtaan dha, shuya rmgrig da hug?","歌舞的變化與否主要關鍵在領舞者，","https://web.klokah.tw/text/sound/25957/433660.mp3"
"Manu ka meuyas seejiq ga asi ka tera bi ka uyas na kklaan rmgrig seejiq.","領唱者是整個表演的靈魂人物，他必須是年長者，","https://web.klokah.tw/text/sound/25957/433661.mp3"
"Seejiq meuyas nii asi ka dhuq ka knrudan na ni niqan knkla na, asi ka mnuda saw uda nii uri, paru bi ka hngak ni mkla bi rmgrig, ida rrigan na qaqay ka trugan dha qmita.","有智慧、有經驗、歌聲嘹亮、舞蹈精湛，跳舞的舞步皆以他為準繩。","https://web.klokah.tw/text/sound/25957/433662.mp3"
"Kana rmgrig ga niqan ka lmgeelug baga, qaqay, btriq, kana ka hiyi.","舞蹈的動作（舞步），有手的部分、腳的部分、腿的部分、","https://web.klokah.tw/text/sound/25957/433663.mp3"
"Saw ka baga o pdduuy ka baga igi ni narac na seejiq, mrux sluluy hginuk ka dha baga na, psaan hirang igi ni narac seejiq ka baga, sduiuy brah empuyas dungan ka igi ni narac baga seejiq …dsaw nii ka grig.","身的部分、身體的部分，","https://web.klokah.tw/text/sound/25957/433664.mp3"
"llwanan rmgri, sam baga hini o niqan ta dmuy baga igi ni narac, dha baga gmqi hginuk, psaan ta hirang igi narac, mdduy baga igi narac…dnii.","像手的部分有左右牽手、兩手插腰、左右搭肩、前腹左右牽手……等，","https://web.klokah.tw/text/sound/25957/433665.mp3"
"Manu ka qaqay o niqan ka brah igi bukuy narac ni narac brah igi bukuy, dha qaqay igi narac msriyux qmqah brah ni mtlutuc tluung ka qaqay bukuy…dnii,","像腳的部分有左前右後的或右前左後、左右用腳、左腳先前踏右腳彎蹲或右腳先前踏左腳彎蹲……等，","https://web.klokah.tw/text/sound/25957/433666.mp3"
"egu balay ka grigan qaqay, dowriq o qmita brah ni qmita truma.","腳的動作很多，眼有向前昂看、向下看；","https://web.klokah.tw/text/sound/25957/433667.mp3"
"Birac o asi ka qmlahang ni qmbahang, hiyi o qbiqi cicuh ni baraw truma lgeelug.","亦要注意聽；身體有微彎曲、上下律動。","https://web.klokah.tw/text/sound/25957/433668.mp3"
"Hnyugan rmgrig ga niqan ka kingal elug mkksa ni dha elug mkksa, mtumun tqiri, brah o mquri tumun, smnegul pakaw tuki tumun ni brinah ka pakaw tuki,","歌舞的隊形有一路縱隊前行或二路縱隊前行，圓心環繞、面向圓心、順時針圓心、逆時針圓心、拍手跳躍向圓心、一路側向前行。","https://web.klokah.tw/text/sound/25957/433669.mp3"
"tmapaq baga mquri tumun sbowtaw, kleelug kingal siyaw mksa.","圓心的隊形是賽德克族歌舞的特色，","https://web.klokah.tw/text/sound/25957/433670.mp3"
"Elug hnyugan mtumun nii o kiya ka pusu bi grig Seejiq, ada ka tmninun utux ga dmuy dowriq na qmlahang kndusan ni knudus Seejiq ana bitaq knuwan.","主要是因為編織之神靈無時無刻都在用眼睛看顧族人的生活與生命。","https://web.klokah.tw/text/sound/25957/433671.mp3"
"Spruun bi Seejiq ka tminun, paah hngkawas empitu dhuq mspac ka laqi ga tduwa prajing sluhay tminun da.","賽德克族非常重視編織，女孩子約從7~8歲就開始學習織布，學習的方式是自學自通或在旁邊看母親或親友織布，","https://web.klokah.tw/text/sound/25958/433771.mp3"
"Ida smluhay nanaq uxay uri o mniq siyaw qmita gaga tminun na bubu ni dadall, mnuda bsiyanq hngkawas kndrumuc na smluhay do, qulung bi qrasun qmita tama ni bubu ka hyaan, duri ni kuxul dsnaw da.","經過多年的磨練習藝，終於使自己成為父母親及男士們所稱讚的。","https://web.klokah.tw/text/sound/25958/433772.mp3"
"Tminun nii ga muda smkrig, mnuqih ni tmqiya, mdowsay ni hmanguc waray, rmbug ni pbhgay ni bmusay ka ndaan na.","編織是經過剝麻、苧麻紗、捻紗、捲線、紡錘、煮紗、浸染、漂白、織布等過程，","https://web.klokah.tw/text/sound/25958/433773.mp3"
"Egu bi ka djiyun qyqaya uri, saw ka ubung ni dikisan, qowrun, brxun, kusuc, bgiya, gikus, kikus ni wahul…dnii.","所需要的工具很多，像經軸、繫經棒、分隔棒、開口綜橫棒、線綜橫棒、打緯棒、梭子、背袋……等。","https://web.klokah.tw/text/sound/25958/433774.mp3"
"Tminun pala ga niqan ka tinun balay, snuru, kskus dowriq, gnsunguc ni miri drima klgan elug.","其織布的紋路有平紋織、斜紋織、菱形織、花織、米粒織等五種，","https://web.klokah.tw/text/sound/25958/433775.mp3"
"Rmabang lxan ni rmaxan dha rakaw ana manu ka cinun balay, lmlamu bi snluwan, sluun lukus, pala paru ni pala pungu, mqriqu hari tnunan ka tminun snuru ni,","平紋織是簡單調配各種色彩，可製作各種不同製品，製作衣服，大塊的布和小塊的布；","https://web.klokah.tw/text/sound/25958/433776.mp3"
"ana ka kndux hari. Saan dha smalu pala paru kiya, scinun kskus dowriq, gnsunguc ni miri o uxay lxan tnunan, mriqu bi suwan mnsa ka rdrudan.","斜紋織較為複雜，由於較厚，去做大塊布，菱形織、花織、米粒織較為困難，","https://web.klokah.tw/text/sound/25958/433777.mp3"
"grijil Asi ka bsiyaq snlhayan ni kndrumuc tmgsa kiya ka musa mkla balay.","年長者都認為很難織，必須不斷地學習，認真告訴，才可以知道。","https://web.klokah.tw/text/sound/25958/433778.mp3"
"Tminun ni bkuul nuqih ga, niqan egu balay ka gaya na, saw ka truma nii:","織布及麻紗有很多的禮規，陳述如下：","https://web.klokah.tw/text/sound/25958/433779.mp3"
"Tgkingal, iya bi keeguy ni iya bi khmci mangal ka qyqaya pncingan seejiq.","一、不可以偷竊及不可以隨意取丟下的任何東西。","https://web.klokah.tw/text/sound/25958/433780.mp3"
"Tgdha, nasi mntucing na bkuul nuqih ga, thjilun ni sqyanun sida qhuni ni sndalan duri.","二、如果掉下的麻線，將移到麻線懸掛在樹上再手撿。","https://web.klokah.tw/text/sound/25958/433781.mp3"
"Tgtru, ini ngali ka nuqih pntcingan seejiq.","三、不隨意取別人掉下的麻線。","https://web.klokah.tw/text/sound/25958/433782.mp3"
"Tgspac, ini tduwa psquri qyqaya qrijil ka dsnaw mowsa tmsamac llmiqu .","四、山上去打獵的男士不准製作女用的工具。","https://web.klokah.tw/text/sound/25958/433783.mp3"
"Tgrima, ini sqmai ka ubung ni meydang do ini pdsi uri.","五、不准燒毀織布箱，死時不能帶。","https://web.klokah.tw/text/sound/25958/433784.mp3"
"Taywan sayang ga ada ka wada unngac hari ka mkla bi tminun na rdrudan, asi ta ka embiyax bi smluhay tminun, kiya ka musa ta ltudun ka knkla ndaan rudan ta sbiyaw.","現在台灣由於善於織布的耆老，逐漸減少，我們必須努力學習織布，才能承繼織布文化。","https://web.klokah.tw/text/sound/25958/433785.mp3"
"Paah souxal, ida rudan tnsapah ka mnegay hangan lqlaqi, kiya ka ksun “tmhangan”. Laqi rabu ga yabi mntucing 3 idas do,","以前由年長者取自己的姓名，稱為命名。新生兒約3月，","https://web.klokah.tw/text/sound/25959/428960.mp3"
"mkla mhulis qmita seejiq da, kiya ka biqun hangan da.","見人會笑時即予以取名字。","https://web.klokah.tw/text/sound/25959/428961.mp3"
"Tmhangan ga niqan nanaq gaya niya, kana ga mangal kndadax hangan tama rudan ni bubu rudan, uxay kiya o mangal hangan mnswai tama ni bubu,","命名是有規範的，命名的順位大致上是從祖父母輩到父母親輩的名字來取用，","https://web.klokah.tw/text/sound/25959/428962.mp3"
