# Gloss cells the audited source output blanked to the '_' absent-gloss
# placeholder but which the previously published source carries as real
# glossing. Restored at load time so the corpus keeps both the audited
# source's row realignments AND this glossing. Keyed by source file,
# record id, gloss-row index, cell index; wordform is carried as a witness
# and the restoration is skipped if it no longer matches.
#
# Provenance: Corpora/NTUFormosanCorpus/CodeAndDocs/story as published on
# main at the time of writing. See pipeline/README.md.
source_file	record_id	row	cell	wordform	value
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	125	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	126	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	126	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	127	2	1	inak	like
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	127	2	2	inak	像
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	128	2	1	ma'iaeh	person
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	128	2	2	ma'iaeh	人
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	130	2	1	ma==,/	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	130	2	2	ma==,/	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	131	2	1	lasia	3PL.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	131	2	2	lasia	3PL.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	132	2	1	komoSa:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	132	2	2	komoSa:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	133	2	1	lasia	3PL.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	133	2	2	lasia	3PL.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	134	2	1	ai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	134	2	2	ai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	135	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	135	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	137	2	1	nak'isa	like.that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	137	2	2	nak'isa	像那樣
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	139	2	1	kayzaeh	AF.good
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	139	2	2	kayzaeh	主焦.好
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	14	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	14	2	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	2	1	(Hx)	a.bit
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	2	2	(Hx)	一點
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	4	1	(Hx)	NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	4	2	(Hx)	主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	6	1	(Hx)	money
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	140	6	2	(Hx)	錢
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	144	2	1	'okik	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	144	2	2	'okik	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	144	9	1	nak'ino'./	so.what
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	144	9	2	nak'ino'./	那又如何
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	145	2	1	'am==,\	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	145	2	2	'am==,\	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	146	2	1	'okik	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	146	2	2	'okik	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	146	5	1	ka==	ACC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	146	5	2	ka==	受格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	147	2	1	rangi'	VOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	147	2	2	rangi'	呼格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	147	10	1	talboeyoe'./	AF.hunt
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	147	10	2	talboeyoe'./	主焦.獵
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	148	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	148	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	149	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	149	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	151	2	1	sia	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	151	2	2	sia	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	152	2	1	ay==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	152	2	2	ay==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	153	2	1	sia	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	153	2	2	sia	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	154	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	154	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	155	2	1	m,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	155	2	2	m,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	156	2	1	sia	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	156	2	2	sia	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	157	2	1	sia==,/	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	157	2	2	sia==,/	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	158	2	1	hasa'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	158	2	2	hasa'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	159	2	1	hai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	159	2	2	hai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	16	2	1	niSo	2SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	16	2	2	niSo	2SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	160	2	1	tikot	AF.afraid
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	160	2	2	tikot	主焦.害怕
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	161	2	1	hiza	there
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	161	2	2	hiza	那裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	162	2	1	kalhib,\	cave
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	162	2	2	kalhib,\	山洞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	163	2	1	pa-tiyay	CAU-AF.cultivate
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	163	2	2	pa-tiyay	使役<完成>-主焦.耕種
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	164	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	164	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	165	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	165	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	167	2	1	hai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	167	2	2	hai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	169	2	1	yami	1EPL.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	169	2	2	yami	1EPL.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	17	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	17	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	170	2	1	'am==	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	170	2	2	'am==	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	172	2	1	haw	there
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	172	2	2	haw	那裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	173	2	1	ma	too
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	173	2	2	ma	也
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	175	2	1	patpatalpeteh.\	cut.short
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	175	2	2	patpatalpeteh.\	剪短
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	176	2	1	ka-sangay-an	KA-rest-NMZ
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	176	2	2	ka-sangay-an	KA-休息-名物化
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	177	2	1	a==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	177	2	2	a==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	178	2	1	to==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	178	2	2	to==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	179	2	1	pamowa'-en	plant-PF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	179	2	2	pamowa'-en	種-受焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	18	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	18	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	180	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	180	2	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	181	2	1	'oka',\	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	181	2	2	'oka',\	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	183	2	1	'oem-'oemaeh-an	RED-field-NMZ
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	183	2	2	'oem-'oemaeh-an	重疊-田地-名物化
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	183	5	1	ray==	LOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	183	5	2	ray==	處格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	184	2	1	'ana	regardless
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	184	2	2	'ana	無論
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	185	2	1	so==	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	185	2	2	so==	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	187	2	1	mtari'	AFrot
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	187	2	2	mtari'	主焦<完成>枯
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	188	2	1	a==y,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	188	2	2	a==y,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	189	2	1	na==k	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	189	2	2	na==k	FS
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	189	5	1	ra:am-en	who.knows
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	189	5	2	ra:am-en	或許
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	19	2	1	'oem-'oemaeh	RED-land
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	19	2	2	'oem-'oemaeh	重疊-地
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	190	2	1	ka	NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	190	2	2	ka	主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	190	6	1	noka.\	GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	190	6	2	noka.\	屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	191	2	1	ma	also
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	191	2	2	ma	也
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	192	2	1	'anhi'	bamboo
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	192	2	2	'anhi'	竹
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	193	2	1	so==	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	193	2	2	so==	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	195	2	1	hara	then
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	195	2	2	hara	然後
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	195	8	1	isa'an.\	that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	195	8	2	isa'an.\	那樣
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	197	2	1	'ini	DAT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	197	2	2	'ini	予格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	198	2	1	koSa:	say
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	198	2	2	koSa:	<主焦>說
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	199	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	199	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	2	2	1	eh	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	2	2	2	eh	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	2	7	1	baboeyoe'-an	ginger-NMZ
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	2	7	2	baboeyoe'-an	薑-名物化
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	20	2	1	niSo'	2SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	20	2	2	niSo'	2SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	200	2	1	may	pass
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	200	2	2	may	過
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	200	7	1	sem'el	grow
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	200	7	2	sem'el	長
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	201	2	1	'i'ini',/	not.yet
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	201	2	2	'i'ini',/	尚未
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	203	2	1	sem'el	bamboo
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	203	2	2	sem'el	孟宗竹
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	205	2	1	ro:o'	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	205	2	2	ro:o'	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	206	2	1	hayza,\	EXIST
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	206	2	2	hayza,\	存在
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	207	2	1	hayza,\	EXIST
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	207	2	2	hayza,\	存在
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	208	2	1	yami==,\	1EPL.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	208	2	2	yami==,\	1EPL.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	209	2	1	'oka',\	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	209	2	2	'oka',\	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	211	2	1	o:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	211	2	2	o:	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	212	2	1	ka==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	212	2	2	ka==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	213	2	1	ka	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	213	2	2	ka	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	213	7	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	213	7	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	214	2	1	aewpil	yam
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	214	2	2	aewpil	蕃薯
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	215	2	1	ha==i,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	215	2	2	ha==i,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	216	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	216	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	217	2	1	ka-hi-hiwa'-en	KA-RED-kill-PF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	217	2	2	ka-hi-hiwa'-en	KA-重疊-殺-受焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	218	2	1	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	218	2	2	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	22	2	1	komowih	harvest
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	22	2	2	komowih	收穫
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	220	2	1	'as-'asay	RED-waste
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	220	2	2	'as-'asay	<主焦>重疊-浪費
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	221	2	1	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	221	2	2	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	222	2	1	So'o	2SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	222	2	2	So'o	2SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	223	2	1	'ima	ima
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	223	2	2	'ima	ima
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	224	3	1	potngor	1SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	224	3	2	potngor	1SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	224	4	1	ray==,\	AF.arrive
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	224	4	2	ray==,\	主焦.到達
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	225	2	1	taew'an	house
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	225	2	2	taew'an	家
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	226	2	1	hay	LOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	226	2	2	hay	處格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	227	2	1	'ihi'	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	227	2	2	'ihi'	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	228	2	1	rima'	AF.go
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	228	2	2	rima'	主焦.去
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	229	2	1	somobaboeyoe'	prepare.soil.for.planting.ginger
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	229	2	2	somobaboeyoe'	種薑準備土壤
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	230	2	1	isaahaw	that.time
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	230	2	2	isaahaw	那.時候
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	231	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	231	2	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	232	2	1	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	232	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	233	2	1	'am==	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	233	2	2	'am==	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	234	2	1	to:o'.\	three
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	234	2	2	to:o'.\	三
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	235	2	1	to:o'.\	three
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	235	2	2	to:o'.\	三
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	236	3	1	lahiya-hiya./	who-RED
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	236	3	2	lahiya-hiya./	誰-重疊
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	237	2	1	e==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	237	2	2	e==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	237	5	1	no	NO
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	237	5	2	no	NO
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	238	2	1	ai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	238	2	2	ai==,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	239	2	1	aki=='	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	239	2	2	aki=='	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	239	5	1	'ama'	son.in.law
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	239	5	2	'ama'	女婿
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	24	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	24	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	240	2	1	'a'ari',\	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	240	2	2	'a'ari',\	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	241	2	1	'a'ari',\	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	241	2	2	'a'ari',\	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	242	2	1	ari'	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	242	2	2	ari'	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	243	2	1	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	243	2	2	'ihi',\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	244	2	1	hiya'	who
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	244	2	2	hiya'	誰
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	245	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	245	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	247	2	1	'ama'	son.in.law
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	247	2	2	'ama'	女婿
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	248	2	1	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	248	2	2	m==	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	248	5	1	ari'.\	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	248	5	2	ari'.\	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	25	2	1	'ana'oka'	at.least
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	25	2	2	'ana'oka'	至少
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	252	2	1	'ihi'./	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	252	2	2	'ihi'./	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	254	2	1	ataw,\	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	254	2	2	ataw,\	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	255	2	1	ay,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	255	2	2	ay,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	256	2	1	'ataw,\	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	256	2	2	'ataw,\	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	257	2	1	'ataw	PN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	257	2	2	'ataw	人名
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	258	2	1	mari'-ani	take-RF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	258	2	2	mari'-ani	拿-指焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	259	2	1	hi	ACC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	259	2	2	hi	受格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	26	2	1	ai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	26	2	2	ai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	260	2	1	hiya'	who
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	260	2	2	hiya'	誰
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	261	2	1	nisia	3SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	261	2	2	nisia	3SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	261	6	1	o:	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	261	6	2	o:	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	262	2	1	[ma'	also
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	262	2	2	[ma'	也
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	264	2	1	isaa	there
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	264	2	2	isaa	那裡
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	265	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	265	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	265	6	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	265	6	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	266	2	1	kapaylal'ozan	predestination
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	266	2	2	kapaylal'ozan	緣分
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	267	2	1	noka	GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	267	2	2	noka	屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	268	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	268	2	2	'am	未來
